Angle,rep,category,condition
103.146067416,1.0,grooved,12pt5
103.146067416,1.0,grooved,12pt5
103.146067416,1.0,grooved,12pt5
103.146067416,1.0,grooved,12pt5
103.146067416,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
105.168539326,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
107.191011236,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
109.213483146,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
111.235955056,1.0,grooved,12pt5
113.258426966,1.0,grooved,12pt5
113.258426966,1.0,grooved,12pt5
113.258426966,1.0,grooved,12pt5
113.258426966,1.0,grooved,12pt5
113.258426966,1.0,grooved,12pt5
113.258426966,1.0,grooved,12pt5
113.258426966,1.0,grooved,12pt5
